Planta,Producto,DescrProducto,Dia,Inventario,Abasto tránsito,Demanda
Tepic,10042669,Bco CPC30R 25k,11,31,0,0
Tepic,10042669,Bco CPC30R 25k,12,31,13,1
Tepic,10042669,Bco CPC30R 25k,13,43,0,0
Tepic,10042669,Bco CPC30R 25k,14,43,0,0
Tepic,10042669,Bco CPC30R 25k,15,43,0,0
Tepic,10042669,Bco CPC30R 25k,16,43,0,0
Tepic,10042669,Bco CPC30R 25k,17,43,0,3
Tepic,10042669,Bco CPC30R 25k,18,40,0,3
Tepic,10042669,Bco CPC30R 25k,19,38,0,0
Tepic,10042669,Bco CPC30R 25k,20,51,0,0
Tepic,10042669,Bco CPC30R 25k,21,51,0,0
Tepic,10042669,Bco CPC30R 25k,22,51,0,0
Tepic,10042669,Bco CPC30R 25k,23,51,7,0
Tepic,10042669,Bco CPC30R 25k,24,51,7,1
Tepic,10042669,Bco CPC30R 25k,25,50,7,0
Tepic,10042669,Bco CPC30R 25k,26,50,7,2
Tepic,10042669,Bco CPC30R 25k,27,49,7,0
Tepic,10042669,Bco CPC30R 25k,28,49,7,0
Tepic,10042669,Bco CPC30R 25k,29,49,7,0
Tepic,10042669,Bco CPC30R 25k,30,49,7,0
Tepic,10042669,Bco CPC30R 25k,31,49,7,3
Tepic,10042668,Bco CPC30R 50k,1,41,0,0
Tepic,10042668,Bco CPC30R 50k,2,41,0,0
Tepic,10042668,Bco CPC30R 50k,3,41,0,1
Tepic,10042668,Bco CPC30R 50k,4,41,0,0
Tepic,10042668,Bco CPC30R 50k,5,41,0,0
Tepic,10042668,Bco CPC30R 50k,6,41,0,0
Tepic,10042668,Bco CPC30R 50k,7,41,0,0
Tepic,10042668,Bco CPC30R 50k,8,41,0,0
Tepic,10042668,Bco CPC30R 50k,9,41,0,0
Tepic,10042668,Bco CPC30R 50k,10,41,0,0
Tepic,10042668,Bco CPC30R 50k,11,41,0,0
Tepic,10042668,Bco CPC30R 50k,12,41,0,1
Tepic,10042668,Bco CPC30R 50k,13,40,0,0
Tepic,10042668,Bco CPC30R 50k,14,40,0,0
Tepic,10042668,Bco CPC30R 50k,15,40,0,0
Tepic,10042668,Bco CPC30R 50k,16,58,0,0
Tepic,10042668,Bco CPC30R 50k,17,58,0,0
Tepic,10042668,Bco CPC30R 50k,18,58,0,0
Tepic,10042668,Bco CPC30R 50k,19,58,0,0
Tepic,10042668,Bco CPC30R 50k,20,58,0,0
Tepic,10042668,Bco CPC30R 50k,21,58,0,0
Tepic,10042668,Bco CPC30R 50k,22,58,0,0
Tepic,10042668,Bco CPC30R 50k,23,58,7,0
Tepic,10042668,Bco CPC30R 50k,24,58,7,0
Tepic,10042668,Bco CPC30R 50k,25,58,7,0
Tepic,10042668,Bco CPC30R 50k,26,57,7,1
Tepic,10042668,Bco CPC30R 50k,27,57,7,0
Tepic,10042668,Bco CPC30R 50k,28,57,7,0
Tepic,10042668,Bco CPC30R 50k,29,57,7,0
Tepic,10042668,Bco CPC30R 50k,30,57,7,0
Tepic,10042668,Bco CPC30R 50k,31,57,7,3
Tepic,10003053,Multiplast 40.0k,1,8,35,0
Tepic,10003053,Multiplast 40.0k,2,8,35,22
Tepic,10003053,Multiplast 40.0k,3,21,0,6
Tepic,10003053,Multiplast 40.0k,4,15,0,1
Tepic,10003053,Multiplast 40.0k,5,30,0,22
Tepic,10003053,Multiplast 40.0k,6,8,22,0
Tepic,10003053,Multiplast 40.0k,7,30,0,0
Tepic,10003053,Multiplast 40.0k,8,30,0,1
Tepic,10003053,Multiplast 40.0k,9,29,0,15
Tepic,10003053,Multiplast 40.0k,10,13,35,21
Tepic,10003053,Multiplast 40.0k,11,28,0,6
Tepic,10003053,Multiplast 40.0k,12,22,22,3
Tepic,10003053,Multiplast 40.0k,13,41,0,0
Tepic,10003053,Multiplast 40.0k,14,41,0,0
Tepic,10003053,Multiplast 40.0k,15,41,0,0
Tepic,10003053,Multiplast 40.0k,16,58,0,6
Tepic,10003053,Multiplast 40.0k,17,52,0,20
Tepic,10003053,Multiplast 40.0k,18,32,0,0
Tepic,10003053,Multiplast 40.0k,19,32,0,3
Tepic,10003053,Multiplast 40.0k,20,51,0,0
Tepic,10003053,Multiplast 40.0k,21,51,0,0
Tepic,10003053,Multiplast 40.0k,22,51,0,24
Tepic,10003053,Multiplast 40.0k,23,27,22,8
Tepic,10003053,Multiplast 40.0k,24,19,22,17
Tepic,10003053,Multiplast 40.0k,25,2,57,4
Tepic,10003053,Multiplast 40.0k,26,34,22,4
Tepic,10003053,Multiplast 40.0k,27,30,22,0
Tepic,10003053,Multiplast 40.0k,28,30,22,0
Tepic,10003053,Multiplast 40.0k,29,30,22,0
Tepic,10003053,Multiplast 40.0k,30,30,22,1
Tepic,10003053,Multiplast 40.0k,31,30,57,8
Tepic,10000955,Bco CPC30R BB,1,21,0,0
Tepic,10000955,Bco CPC30R BB,2,21,0,0
Tepic,10000955,Bco CPC30R BB,3,21,0,0
Tepic,10000955,Bco CPC30R BB,4,21,0,0
Tepic,10000955,Bco CPC30R BB,5,21,0,0
Tepic,10000955,Bco CPC30R BB,6,21,0,0
Tepic,10000955,Bco CPC30R BB,7,21,0,0
Tepic,10000955,Bco CPC30R BB,8,21,0,0
Tepic,10000955,Bco CPC30R BB,9,21,0,0
Tepic,10000955,Bco CPC30R BB,10,21,0,0
Tepic,10000955,Bco CPC30R BB,11,21,0,0
Tepic,10000955,Bco CPC30R BB,12,21,0,0
Tepic,10000955,Bco CPC30R BB,13,21,0,0
Tepic,10000955,Bco CPC30R BB,14,21,0,0
Tepic,10000955,Bco CPC30R BB,15,21,0,0
Tepic,10000955,Bco CPC30R BB,16,21,0,0
Tepic,10000955,Bco CPC30R BB,17,21,0,0
Tepic,10000955,Bco CPC30R BB,18,21,0,0
Tepic,10000955,Bco CPC30R BB,19,21,0,0
Tepic,10000955,Bco CPC30R BB,20,21,0,0
Tepic,10000955,Bco CPC30R BB,21,21,0,0
Tepic,10000955,Bco CPC30R BB,22,21,0,0
Tepic,10000955,Bco CPC30R BB,23,21,0,0
Tepic,10000955,Bco CPC30R BB,24,21,0,0
Tepic,10000955,Bco CPC30R BB,25,21,0,0
Tepic,10000955,Bco CPC30R BB,26,21,0,0
Tepic,10000955,Bco CPC30R BB,27,21,0,0
Tepic,10000955,Bco CPC30R BB,28,21,0,0
Tepic,10000955,Bco CPC30R BB,29,21,0,0
Tepic,10000926,CPC40R BB,1,122,0,0
Tepic,10000926,CPC40R BB,2,122,0,4
Tepic,10000926,CPC40R BB,3,118,0,26
Tepic,10000926,CPC40R BB,4,92,32,0
Tepic,10000926,CPC40R BB,5,92,32,0
Tepic,10000926,CPC40R BB,6,92,32,46
Tepic,10000926,CPC40R BB,7,78,36,16
Tepic,10000926,CPC40R BB,8,131,0,14
Tepic,10000926,CPC40R BB,9,117,0,24
Tepic,10000926,CPC40R BB,10,92,33,21
Tepic,10000926,CPC40R BB,11,105,0,0
Tepic,10000926,CPC40R BB,12,105,0,4
Tepic,10000926,CPC40R BB,13,100,0,14
Tepic,10000926,CPC40R BB,14,86,0,0
Tepic,10000926,CPC40R BB,15,86,0,16
Tepic,10000926,CPC40R BB,16,70,0,0
Tepic,10000926,CPC40R BB,17,70,0,22
Tepic,10000926,CPC40R BB,18,80,0,0
Tepic,10000926,CPC40R BB,19,80,0,0
Tepic,10000926,CPC40R BB,20,80,0,4
Tepic,10000926,CPC40R BB,21,108,0,4
Tepic,10000926,CPC40R BB,22,104,31,34
Tepic,10000926,CPC40R BB,23,101,32,16
Tepic,10000926,CPC40R BB,24,117,0,2
Tepic,10000926,CPC40R BB,25,115,0,0
Tepic,10000926,CPC40R BB,26,115,0,35
Tepic,10000926,CPC40R BB,27,80,32,4
Tepic,10000926,CPC40R BB,28,107,0,16
Tepic,10000926,CPC40R BB,29,122,0,14
Tepic,10000920,Mortero 50k,1,131,76,87
Tepic,10000920,Mortero 50k,2,280,138,62
Tepic,10000920,Mortero 50k,3,394,50,26
Tepic,10000920,Mortero 50k,4,506,126,0
Tepic,10000920,Mortero 50k,5,506,126,0
Tepic,10000920,Mortero 50k,6,506,126,22
Tepic,10000920,Mortero 50k,7,610,38,60
Tepic,10000920,Mortero 50k,8,588,0,31
Tepic,10000920,Mortero 50k,9,557,76,56
Tepic,10000920,Mortero 50k,10,578,88,9
Tepic,10000920,Mortero 50k,11,656,86,0
Tepic,10000920,Mortero 50k,12,656,86,47
Tepic,10000920,Mortero 50k,13,783,88,47
Tepic,10000920,Mortero 50k,14,824,0,29
Tepic,10000920,Mortero 50k,15,796,36,49
Tepic,10000920,Mortero 50k,16,783,0,7
Tepic,10000920,Mortero 50k,17,777,0,61
Tepic,10000920,Mortero 50k,18,716,0,0
Tepic,10000920,Mortero 50k,19,716,0,122
Tepic,10000920,Mortero 50k,20,632,50,120
Tepic,10000920,Mortero 50k,21,598,88,116
Tepic,10000920,Mortero 50k,22,570,88,93
Tepic,10000920,Mortero 50k,23,651,0,74
Tepic,10000920,Mortero 50k,24,614,88,74
Tepic,10000920,Mortero 50k,25,664,88,0
Tepic,10000920,Mortero 50k,26,664,88,130
Tepic,10000920,Mortero 50k,27,622,50,244
Tepic,10000920,Mortero 50k,28,464,0,71
Tepic,10000920,Mortero 50k,29,393,0,82
Tepic,10001053,CPC30R 50k,13,14,0,0
Tepic,10001053,CPC30R 50k,14,14,0,14
Tepic,10001053,CPC30R 50k,15,1,0,0
Tepic,10001053,CPC30R 50k,16,1,0,0
Tepic,10001053,CPC30R 50k,17,1,0,0
Tepic,10001053,CPC30R 50k,18,1,0,0
Tepic,10001053,CPC30R 50k,19,1,0,0
Tepic,10001053,CPC30R 50k,20,1,0,0
Tepic,10001053,CPC30R 50k,21,1,0,0
Tepic,10001053,CPC30R 50k,22,1,0,0
Tepic,10001053,CPC30R 50k,23,1,0,0
Tepic,10001053,CPC30R 50k,24,1,0,0
Tepic,10001053,CPC30R 50k,25,1,0,0
Tepic,10001053,CPC30R 50k,26,1,0,0
Tepic,10001053,CPC30R 50k,27,1,0,0
Tepic,10001053,CPC30R 50k,28,1,0,0
Tepic,10001053,CPC30R 50k,29,1,0,0
Tepic,10001368,CPC30RS 50k,27,-10,0,0
Tepic,10000969,Impercem 50k,1,29,0,3
Tepic,10000969,Impercem 50k,2,26,0,2
Tepic,10000969,Impercem 50k,3,24,23,0
Tepic,10000969,Impercem 50k,4,47,0,0
Tepic,10000969,Impercem 50k,5,47,0,0
Tepic,10000969,Impercem 50k,6,47,0,0
Tepic,10000969,Impercem 50k,7,47,0,0
Tepic,10000969,Impercem 50k,8,47,0,0
Tepic,10000969,Impercem 50k,9,47,0,0
Tepic,10000969,Impercem 50k,10,47,0,0
Tepic,10000969,Impercem 50k,11,47,0,0
Tepic,10000969,Impercem 50k,12,47,0,0
Tepic,10000969,Impercem 50k,13,47,0,1
Tepic,10000969,Impercem 50k,14,46,0,0
Tepic,10000969,Impercem 50k,15,46,0,0
Tepic,10000969,Impercem 50k,16,46,0,0
Tepic,10000969,Impercem 50k,17,45,0,0
Tepic,10000969,Impercem 50k,18,45,0,0
Tepic,10000969,Impercem 50k,19,45,0,5
Tepic,10000969,Impercem 50k,20,40,36,3
Tepic,10000969,Impercem 50k,21,73,0,2
Tepic,10000969,Impercem 50k,22,72,0,0
Tepic,10000969,Impercem 50k,23,72,0,0
Tepic,10000969,Impercem 50k,24,72,0,0
Tepic,10000969,Impercem 50k,25,72,0,0
Tepic,10000969,Impercem 50k,26,72,0,0
Tepic,10000969,Impercem 50k,27,72,0,0
Tepic,10000969,Impercem 50k,28,72,0,3
Tepic,10000969,Impercem 50k,29,69,0,0
Tepic,10002066,CPC30R 50k,1,591,122,217
Tepic,10002066,CPC30R 50k,2,594,230,180
Tepic,10002066,CPC30R 50k,3,830,212,60
Tepic,10002066,CPC30R 50k,4,1068,272,0
Tepic,10002066,CPC30R 50k,5,1068,322,0
Tepic,10002066,CPC30R 50k,6,1068,322,452
Tepic,10002066,CPC30R 50k,7,1038,210,292
Tepic,10002066,CPC30R 50k,8,1106,172,311
Tepic,10002066,CPC30R 50k,9,1240,186,349
Tepic,10002066,CPC30R 50k,10,1391,76,89
Tepic,10002066,CPC30R 50k,11,1378,174,0
Tepic,10002066,CPC30R 50k,12,1378,174,444
Tepic,10002066,CPC30R 50k,13,1308,138,322
Tepic,10002066,CPC30R 50k,14,1288,226,202
Tepic,10002066,CPC30R 50k,15,1538,150,170
Tepic,10002066,CPC30R 50k,16,1740,100,240
Tepic,10002066,CPC30R 50k,17,1727,172,38
Tepic,10002066,CPC30R 50k,18,1897,0,0
Tepic,10002066,CPC30R 50k,19,1897,0,360
Tepic,10002066,CPC30R 50k,20,1687,172,291
Tepic,10002066,CPC30R 50k,21,1618,88,314
Tepic,10002066,CPC30R 50k,22,1492,100,344
Tepic,10002066,CPC30R 50k,23,1322,138,363
Tepic,10002066,CPC30R 50k,24,1359,38,93
Tepic,10002066,CPC30R 50k,25,1377,248,0
Tepic,10002066,CPC30R 50k,26,1377,248,351
Tepic,10002066,CPC30R 50k,27,1362,138,375
Tepic,10002066,CPC30R 50k,28,1261,99,542
Tepic,10002066,CPC30R 50k,29,868,135,358
Tepic,10042669,Bco CPC30R 25k,1,46,7,0
Tepic,10042669,Bco CPC30R 25k,2,44,7,3
Tepic,10042669,Bco CPC30R 25k,3,42,20,0
Tepic,10042669,Bco CPC30R 25k,4,55,7,0
Tepic,10042669,Bco CPC30R 25k,5,55,7,0
Tepic,10042669,Bco CPC30R 25k,6,55,7,3
Tepic,10042669,Bco CPC30R 25k,7,52,7,0
Tepic,10042669,Bco CPC30R 25k,8,52,7,0
Tepic,10042669,Bco CPC30R 25k,9,52,7,0
Tepic,10042669,Bco CPC30R 25k,10,52,0,0
Tepic,10042669,Bco CPC30R 25k,11,52,0,0
Tepic,10042669,Bco CPC30R 25k,12,52,0,1
Tepic,10042669,Bco CPC30R 25k,13,51,0,0
Tepic,10042669,Bco CPC30R 25k,14,51,0,0
Tepic,10042669,Bco CPC30R 25k,15,51,0,0
Tepic,10042669,Bco CPC30R 25k,16,51,0,0
Tepic,10042669,Bco CPC30R 25k,17,51,0,0
Tepic,10042669,Bco CPC30R 25k,18,51,0,0
Tepic,10042669,Bco CPC30R 25k,19,51,0,0
Tepic,10042669,Bco CPC30R 25k,20,51,0,2
Tepic,10042669,Bco CPC30R 25k,21,49,0,2
Tepic,10042669,Bco CPC30R 25k,22,47,0,0
Tepic,10042669,Bco CPC30R 25k,23,47,0,0
Tepic,10042669,Bco CPC30R 25k,24,47,0,2
Tepic,10042669,Bco CPC30R 25k,25,45,0,0
Tepic,10042669,Bco CPC30R 25k,26,45,0,1
Tepic,10042669,Bco CPC30R 25k,27,44,0,2
Tepic,10042669,Bco CPC30R 25k,28,42,0,1
Tepic,10042669,Bco CPC30R 25k,29,42,0,1
Tepic,10042668,Bco CPC30R 50k,1,54,7,0
Tepic,10042668,Bco CPC30R 50k,2,54,7,0
Tepic,10042668,Bco CPC30R 50k,3,54,7,0
Tepic,10042668,Bco CPC30R 50k,4,54,7,0
Tepic,10042668,Bco CPC30R 50k,5,54,7,0
Tepic,10042668,Bco CPC30R 50k,6,54,7,0
Tepic,10042668,Bco CPC30R 50k,7,54,7,0
Tepic,10042668,Bco CPC30R 50k,8,54,7,0
Tepic,10042668,Bco CPC30R 50k,9,54,7,0
Tepic,10042668,Bco CPC30R 50k,10,54,0,0
Tepic,10042668,Bco CPC30R 50k,11,54,0,0
Tepic,10042668,Bco CPC30R 50k,12,54,0,0
Tepic,10042668,Bco CPC30R 50k,13,54,0,0
Tepic,10042668,Bco CPC30R 50k,14,54,0,0
Tepic,10042668,Bco CPC30R 50k,15,54,0,0
Tepic,10042668,Bco CPC30R 50k,16,54,0,0
Tepic,10042668,Bco CPC30R 50k,17,54,0,0
Tepic,10042668,Bco CPC30R 50k,18,54,0,0
Tepic,10042668,Bco CPC30R 50k,19,54,0,0
Tepic,10042668,Bco CPC30R 50k,20,54,0,0
Tepic,10042668,Bco CPC30R 50k,21,54,0,0
Tepic,10042668,Bco CPC30R 50k,22,54,0,0
Tepic,10042668,Bco CPC30R 50k,23,54,0,0
Tepic,10042668,Bco CPC30R 50k,24,54,0,2
Tepic,10042668,Bco CPC30R 50k,25,52,0,0
Tepic,10042668,Bco CPC30R 50k,26,52,0,0
Tepic,10042668,Bco CPC30R 50k,27,52,0,1
Tepic,10042668,Bco CPC30R 50k,28,52,0,1
Tepic,10042668,Bco CPC30R 50k,29,51,0,0
Tepic,10003053,Multiplast 40.0k,1,57,22,2
Tepic,10003053,Multiplast 40.0k,2,55,22,12
Tepic,10003053,Multiplast 40.0k,3,42,22,30
Tepic,10003053,Multiplast 40.0k,4,12,57,0
Tepic,10003053,Multiplast 40.0k,5,12,57,0
Tepic,10003053,Multiplast 40.0k,6,12,57,10
Tepic,10003053,Multiplast 40.0k,7,37,22,10
Tepic,10003053,Multiplast 40.0k,8,27,57,11
Tepic,10003053,Multiplast 40.0k,9,52,22,24
Tepic,10003053,Multiplast 40.0k,10,28,0,0
Tepic,10003053,Multiplast 40.0k,11,28,35,0
Tepic,10003053,Multiplast 40.0k,12,28,35,11
Tepic,10003053,Multiplast 40.0k,13,52,0,13
Tepic,10003053,Multiplast 40.0k,14,39,35,1
Tepic,10003053,Multiplast 40.0k,15,74,0,4
Tepic,10003053,Multiplast 40.0k,16,70,35,3
Tepic,10003053,Multiplast 40.0k,17,102,0,0
Tepic,10003053,Multiplast 40.0k,18,102,0,0
Tepic,10003053,Multiplast 40.0k,19,102,0,16
Tepic,10003053,Multiplast 40.0k,20,86,0,2
Tepic,10003053,Multiplast 40.0k,21,84,0,17
Tepic,10003053,Multiplast 40.0k,22,67,0,2
Tepic,10003053,Multiplast 40.0k,23,64,0,3
Tepic,10003053,Multiplast 40.0k,24,62,0,28
Tepic,10003053,Multiplast 40.0k,25,34,0,0
Tepic,10003053,Multiplast 40.0k,26,34,0,9
Tepic,10003053,Multiplast 40.0k,27,25,0,13
Tepic,10003053,Multiplast 40.0k,28,47,0,12
Tepic,10003053,Multiplast 40.0k,29,35,0,26
Tepic,10000955,Bco CPC30R BB,1,21,0,0
Tepic,10000955,Bco CPC30R BB,2,21,0,0
Tepic,10000955,Bco CPC30R BB,3,21,0,0
Tepic,10000955,Bco CPC30R BB,4,21,0,0
Tepic,10000955,Bco CPC30R BB,5,21,0,0
Tepic,10000955,Bco CPC30R BB,6,21,0,0
Tepic,10000955,Bco CPC30R BB,7,21,0,0
Tepic,10000955,Bco CPC30R BB,8,21,0,0
Tepic,10000955,Bco CPC30R BB,9,21,0,0
Tepic,10000955,Bco CPC30R BB,10,21,0,0
Tepic,10000955,Bco CPC30R BB,11,21,0,0
Tepic,10000955,Bco CPC30R BB,12,21,0,0
Tepic,10000955,Bco CPC30R BB,13,21,0,0
Tepic,10000955,Bco CPC30R BB,14,21,0,0
Tepic,10000955,Bco CPC30R BB,15,21,0,0
Tepic,10000955,Bco CPC30R BB,16,21,0,0
Tepic,10000955,Bco CPC30R BB,17,21,0,0
Tepic,10000955,Bco CPC30R BB,18,21,0,0
Tepic,10000955,Bco CPC30R BB,19,21,0,0
Tepic,10000955,Bco CPC30R BB,20,21,0,0
Tepic,10000955,Bco CPC30R BB,21,21,0,0
Tepic,10000955,Bco CPC30R BB,22,21,0,0
Tepic,10000955,Bco CPC30R BB,23,21,0,0
Tepic,10000955,Bco CPC30R BB,24,21,0,0
Tepic,10000955,Bco CPC30R BB,25,21,0,0
Tepic,10000955,Bco CPC30R BB,26,21,0,10
Tepic,10000955,Bco CPC30R BB,27,11,0,0
Tepic,10000955,Bco CPC30R BB,28,11,0,0
Tepic,10000955,Bco CPC30R BB,29,11,0,0
Tepic,10000955,Bco CPC30R BB,30,11,0,0
Tepic,10000955,Bco CPC30R BB,31,11,0,0
Tepic,10000926,CPC40R BB,1,109,0,0
Tepic,10000926,CPC40R BB,2,102,0,0
Tepic,10000926,CPC40R BB,3,102,0,0
Tepic,10000926,CPC40R BB,4,102,0,0
Tepic,10000926,CPC40R BB,5,102,32,32
Tepic,10000926,CPC40R BB,6,101,0,36
Tepic,10000926,CPC40R BB,7,65,0,4
Tepic,10000926,CPC40R BB,8,61,0,4
Tepic,10000926,CPC40R BB,9,58,0,0
Tepic,10000926,CPC40R BB,10,58,0,0
Tepic,10000926,CPC40R BB,11,58,0,44
Tepic,10000926,CPC40R BB,12,14,47,37
Tepic,10000926,CPC40R BB,13,23,29,0
Tepic,10000926,CPC40R BB,14,83,33,2
Tepic,10000926,CPC40R BB,15,115,29,0
Tepic,10000926,CPC40R BB,16,175,0,15
Tepic,10000926,CPC40R BB,17,160,0,0
Tepic,10000926,CPC40R BB,18,160,0,0
Tepic,10000926,CPC40R BB,19,160,0,24
Tepic,10000926,CPC40R BB,20,136,0,19
Tepic,10000926,CPC40R BB,21,117,0,6
Tepic,10000926,CPC40R BB,22,143,0,9
Tepic,10000926,CPC40R BB,23,134,0,0
Tepic,10000926,CPC40R BB,24,134,32,0
Tepic,10000926,CPC40R BB,25,134,32,12
Tepic,10000926,CPC40R BB,26,154,0,40
Tepic,10000926,CPC40R BB,27,113,0,52
Tepic,10000926,CPC40R BB,28,93,0,0
Tepic,10000926,CPC40R BB,29,101,0,0
Tepic,10000926,CPC40R BB,30,93,0,0
Tepic,10000926,CPC40R BB,31,93,0,0
Tepic,10000920,Mortero 50k,1,361,100,44
Tepic,10000920,Mortero 50k,2,489,74,20
Tepic,10000920,Mortero 50k,3,543,38,0
Tepic,10000920,Mortero 50k,4,543,76,51
Tepic,10000920,Mortero 50k,5,568,88,44
Tepic,10000920,Mortero 50k,6,612,38,45
Tepic,10000920,Mortero 50k,7,605,36,190
Tepic,10000920,Mortero 50k,8,489,38,33
Tepic,10000920,Mortero 50k,9,532,0,119
Tepic,10000920,Mortero 50k,10,413,0,0
Tepic,10000920,Mortero 50k,11,413,0,91
Tepic,10000920,Mortero 50k,12,408,86,143
Tepic,10000920,Mortero 50k,13,402,50,100
Tepic,10000920,Mortero 50k,14,352,200,59
Tepic,10000920,Mortero 50k,15,492,0,138
Tepic,10000920,Mortero 50k,16,430,0,33
Tepic,10000920,Mortero 50k,17,436,38,0
Tepic,10000920,Mortero 50k,18,436,38,0
Tepic,10000920,Mortero 50k,19,436,38,77
Tepic,10000920,Mortero 50k,20,547,0,175
Tepic,10000920,Mortero 50k,21,372,0,87
Tepic,10000920,Mortero 50k,22,285,38,129
Tepic,10000920,Mortero 50k,23,231,0,52
Tepic,10000920,Mortero 50k,24,179,0,0
Tepic,10000920,Mortero 50k,25,179,0,161
Tepic,10000920,Mortero 50k,26,106,50,137
Tepic,10000920,Mortero 50k,27,55,189,25
Tepic,10000920,Mortero 50k,28,219,86,10
Tepic,10000920,Mortero 50k,29,295,0,0
Tepic,10000920,Mortero 50k,30,294,0,0
Tepic,10000920,Mortero 50k,31,294,0,0
Tepic,10001053,CPC30R 50k,1,1,0,0
Tepic,10001053,CPC30R 50k,2,1,0,0
Tepic,10001053,CPC30R 50k,3,1,0,0
Tepic,10001053,CPC30R 50k,4,1,0,9
Tepic,10001053,CPC30R 50k,10,0,18,0
Tepic,10001053,CPC30R 50k,11,0,18,16
Tepic,10001053,CPC30R 50k,12,2,0,0
Tepic,10001053,CPC30R 50k,13,2,0,0
Tepic,10001053,CPC30R 50k,14,2,0,0
Tepic,10001053,CPC30R 50k,15,2,0,18
Tepic,10001053,CPC30R 50k,17,0,29,0
Tepic,10001053,CPC30R 50k,18,0,29,0
Tepic,10001053,CPC30R 50k,19,0,29,20
Tepic,10001053,CPC30R 50k,20,45,0,0
Tepic,10001053,CPC30R 50k,21,45,0,7
Tepic,10001053,CPC30R 50k,22,38,0,11
Tepic,10001053,CPC30R 50k,23,27,0,0
Tepic,10001053,CPC30R 50k,24,27,0,0
Tepic,10001053,CPC30R 50k,25,27,0,0
Tepic,10001053,CPC30R 50k,26,27,0,0
Tepic,10001053,CPC30R 50k,27,27,0,0
Tepic,10001053,CPC30R 50k,28,27,0,0
Tepic,10001053,CPC30R 50k,29,27,0,0
Tepic,10001053,CPC30R 50k,30,27,0,0
Tepic,10001053,CPC30R 50k,31,27,0,0
Tepic,10000969,Impercem 50k,1,69,0,0
Tepic,10000969,Impercem 50k,2,69,0,2
Tepic,10000969,Impercem 50k,3,67,0,0
Tepic,10000969,Impercem 50k,4,67,0,0
Tepic,10000969,Impercem 50k,5,67,0,0
Tepic,10000969,Impercem 50k,6,67,0,0
Tepic,10000969,Impercem 50k,7,67,0,10
Tepic,10000969,Impercem 50k,8,57,0,8
Tepic,10000969,Impercem 50k,9,49,0,0
Tepic,10000969,Impercem 50k,10,49,0,0
Tepic,10000969,Impercem 50k,11,49,0,0
Tepic,10000969,Impercem 50k,12,49,0,0
Tepic,10000969,Impercem 50k,13,49,0,11
Tepic,10000969,Impercem 50k,14,38,0,1
Tepic,10000969,Impercem 50k,15,38,0,0
Tepic,10000969,Impercem 50k,16,38,0,0
Tepic,10000969,Impercem 50k,17,38,0,0
Tepic,10000969,Impercem 50k,18,38,0,0
Tepic,10000969,Impercem 50k,19,38,0,0
Tepic,10000969,Impercem 50k,20,38,0,0
Tepic,10000969,Impercem 50k,21,38,0,0
Tepic,10000969,Impercem 50k,22,38,0,1
Tepic,10000969,Impercem 50k,23,37,0,1
Tepic,10000969,Impercem 50k,24,37,0,0
Tepic,10000969,Impercem 50k,25,37,0,14
Tepic,10000969,Impercem 50k,26,23,0,5
Tepic,10000969,Impercem 50k,27,18,0,0
Tepic,10000969,Impercem 50k,28,18,0,0
Tepic,10000969,Impercem 50k,29,36,0,0
Tepic,10000969,Impercem 50k,30,36,0,0
Tepic,10000969,Impercem 50k,31,36,0,0
Tepic,10002066,CPC30R 50k,1,817,126,255
Tepic,10002066,CPC30R 50k,2,814,0,93
Tepic,10002066,CPC30R 50k,3,721,188,0
Tepic,10002066,CPC30R 50k,4,721,188,324
Tepic,10002066,CPC30R 50k,5,627,208,319
Tepic,10002066,CPC30R 50k,6,856,188,298
Tepic,10002066,CPC30R 50k,7,1098,186,286
Tepic,10002066,CPC30R 50k,8,1220,50,336
Tepic,10002066,CPC30R 50k,9,934,0,103
Tepic,10002066,CPC30R 50k,10,831,0,0
Tepic,10002066,CPC30R 50k,11,831,0,329
Tepic,10002066,CPC30R 50k,12,602,36,364
Tepic,10002066,CPC30R 50k,13,374,138,363
Tepic,10002066,CPC30R 50k,14,238,153,274
Tepic,10002066,CPC30R 50k,15,292,202,370
Tepic,10002066,CPC30R 50k,16,398,291,167
Tepic,10002066,CPC30R 50k,17,561,264,0
Tepic,10002066,CPC30R 50k,18,561,264,0
Tepic,10002066,CPC30R 50k,19,561,264,375
Tepic,10002066,CPC30R 50k,20,450,0,356
Tepic,10002066,CPC30R 50k,21,95,272,330
Tepic,10002066,CPC30R 50k,22,138,188,302
Tepic,10002066,CPC30R 50k,23,460,153,184
Tepic,10002066,CPC30R 50k,24,517,137,0
Tepic,10002066,CPC30R 50k,25,517,236,458
Tepic,10002066,CPC30R 50k,26,294,293,345
Tepic,10002066,CPC30R 50k,27,417,312,246
Tepic,10002066,CPC30R 50k,28,544,0,2
Tepic,10002066,CPC30R 50k,29,567,0,0
Tepic,10002066,CPC30R 50k,30,567,0,0
Tepic,10002066,CPC30R 50k,31,567,0,0
Tepic,10042669,Bco CPC30R 25k,1,41,4,0
Tepic,10042669,Bco CPC30R 25k,2,45,0,2
Tepic,10042669,Bco CPC30R 25k,3,43,0,0
Tepic,10042669,Bco CPC30R 25k,4,43,0,0
Tepic,10042669,Bco CPC30R 25k,5,43,0,0
Tepic,10042669,Bco CPC30R 25k,6,43,0,1
Tepic,10042669,Bco CPC30R 25k,7,42,0,0
